Player,Match,Runs Scored,Balls Played,Out,Bat SR,50,100,4s Scored,6s Scored,Bat Dot%,Overs Bowled,Runs Given,Wickets Taken,Econ,Bowl Avg,Bowl SR,5W,4s Given,6s Given,Bowl Dot%,next_runs,next_balls,next_overs,next_runs_given,next_wkts,next_runs_ll_95,next_runs_ul_95,next_balls_ll_95,next_balls_ul_95,next_overs_ll_95,next_overs_ul_95,next_runs_given_ll_95,next_runs_given_ul_95,next_wkts_ll_95,next_wkts_ul_95
Yash Thakur,smat2022_135,0.0,0,0,0,0,0,0,0,0,3.0,25.0,0,8.33,0,0,0,4,1,55.6,0.0,0.0,0.0,30.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,25.0,35.0,3.0,4.0
A Mishra,smat2022_128,3.0,3,0,100.0,0,0,0,0,0.0,2.0,30.0,0,15.00,0,0,0,1,3,25.0,1.0,0.0,1.0,20.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0,22.0,2.0,3.0
Naveen-ul-Haq,t20blast2022_125,0.0,0,0,0,0,0,0,0,0,4.0,32.0,1,8.00,32.0,24.0,0,2,1,29.2,2.0,2.0,1.0,27.0,4.0,1.0,3.0,1.0,3.0,1.0,2.0,25.0,29.0,3.0,4.0
Shivam Mavi,smat2022_113,0.0,0,0,0,0,0,0,0,0,2.0,18.0,0,9.00,0,0,0,2,1,58.3,0.0,0.0,1.0,26.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,22.0,29.0,2.0,3.0
Arshad Khan,ipl2023_49,1.0,2,1,50.0,0,0,0,0,50.0,1.4,28.0,0,16.80,0,0,0,2,3,30.0,0.0,0.0,1.0,10.0,1.0,1.0,6.0,1.0,4.0,-0.0,2.0,-2.0,22.0,0.0,1.0
M Siddharth,tnpl2022_32,0.0,0,0,0,0,0,0,0,0,3.0,22.0,0,7.33,0,0,0,2,1,38.9,2.0,2.0,1.0,15.0,3.0,0.0,3.0,1.0,3.0,1.0,2.0,12.0,17.0,2.0,3.0
DJ Hooda,smat2021_2_049,69.0,35,0,197.1,1,0,5,5,20.0,0,0.0,0,0,0,0,0,0,0,0,39.0,23.0,0.0,2.0,0.0,35.0,43.0,21.0,25.0,-0.0,0.0,0.0,4.0,0.0,0.0
K Gowtham Thamarai,tnpl2022_14,5.0,2,0,250.0,0,0,1,0,0.0,3.0,24.0,0,8.00,0,0,0,4,0,38.9,1.0,0.0,1.0,11.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,5.0,16.0,1.0,2.0
KH Pandya,smat2022_108,31.0,24,1,129.2,0,0,5,0,33.3,0,0.0,0,0,0,0,0,0,0,0,14.0,11.0,0.0,20.0,3.0,11.0,17.0,9.0,13.0,0.0,1.0,18.0,22.0,2.0,3.0
KR Mayers,t20blast2021_122,14.0,12,1,116.7,0,0,2,0,33.3,0,0.0,0,0,0,0,0,0,0,0,12.0,10.0,0.0,5.0,1.0,6.0,17.0,6.0,13.0,-0.0,1.0,3.0,8.0,1.0,1.0
MP Stoinis,t20blast2018_127,0.0,3,1,0.0,0,0,0,0,100.0,3.0,18.0,0,6.00,0,0,0,1,0,44.4,35.0,21.0,1.0,22.0,2.0,31.0,39.0,18.0,23.0,1.0,1.0,20.0,24.0,2.0,2.0
PN Mankad,smat2022_133,61.0,25,1,244.0,1,0,7,3,12.0,0,0.0,0,0,0,0,0,0,0,0,5.0,6.0,0.0,10.0,1.0,1.0,20.0,1.0,15.0,-1.0,1.0,2.0,17.0,1.0,1.0
Yudhvir Singh,smat2021_2_022,1.0,1,0,100.0,0,0,0,0,0.0,2.0,30.0,0,15.00,0,0,0,4,1,25.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,-0.0,1.0,-3.0,5.0,1.0,1.0
DJ Willey,t20blast2022_127,30.0,37,1,81.1,0,0,1,1,43.2,4.0,26.0,2,6.50,13.0,12.0,0,2,1,45.8,17.0,12.0,1.0,25.0,3.0,13.0,21.0,10.0,15.0,1.0,1.0,23.0,27.0,3.0,3.0
